dataflow_id,agency_id,original_name,friendly_name
DSD_QDD_GOV_PE@DF_GOV_PE,OECD.GOV.GIP,Public policy evaluation - 2023,public_policy_evaluation
DSD_QDD_GOV_PERBUD@DF_GOV_PERBUD,OECD.GOV.GIP,Performance budgeting - 2023,performance_budgeting
DSD_QDD_GOV_PSLC_2022@DF_GOV_PSLC_2022,OECD.GOV.GIP,Public service leadership and capability - 2022,public_service_leadership_capability
DSD_QDD_GOV_REG@DF_GOV_REG,OECD.GOV.GIP,Regulatory governance,regulatory_governance
DSD_QDD_GOV_REG_DD@DF_GOV_REG_DD,OECD.GOV.GIP,Regulatory governance (with microdata),regulatory_governance_microdata
DSD_QDD_GOV_SP_REV@DF_GOV_SP_REV,OECD.GOV.GIP,Spending review - 2023,spending_review
DSD_PII@DF_PUBLIC_INTEGRITY,OECD.GOV.PSI,Public Integrity Indicators,public_integrity
DSD_INDICATORS@DF_ECONOMIC,OECD.ITF,Transport economic and social indicators,transport_economic_social
DSD_INDICATORS@DF_ENVIRONMENT,OECD.ITF,Transport energy and environment indicators,transport_energy_environment
DSD_INDICATORS@DF_EQUIPMENT,OECD.ITF,Transport equipment indicators,transport_equipment
DSD_INDICATORS@DF_INFRASTRUCTURE,OECD.ITF,Transport infrastructure indicators,transport_infrastructure
DSD_INDICATORS@DF_MEASUREMENT,OECD.ITF,Transport activity indicators,transport_activity
DSD_INDICATORS@DF_SAFETY,OECD.ITF,Transport safety indicators,transport_safety
DSD_INDICATORS@DF_TRAFFIC,OECD.ITF,Transport traffic indicators,transport_traffic
DSD_INDICATORS@DF_TRANSPORTINDICATORS,OECD.ITF,Transport performance indicators,transport_performance
DSD_INFRINV@DF_INFRINV,OECD.ITF,Transport infrastructure investment and maintenance spending,transport_infrastructure_investment
DSD_ST@DF_STFAT,OECD.ITF,Fatalities,transport_fatalities
DSD_ST@DF_STFREIGHT,OECD.ITF,Freight transport,freight_transport
DSD_ST@DF_STFUEL,OECD.ITF,Motor fuel deliveries,motor_fuel_deliveries
DSD_ST@DF_STINDICATORS,OECD.ITF,Short term transport indicators,short_term_transport
DSD_ST@DF_STPASS,OECD.ITF,Passenger transport,passenger_transport
DSD_ST@DF_STREG,OECD.ITF,First registrations of brand new vehicles,vehicle_registrations
DSD_ST@DF_STTRAFFIC,OECD.ITF,Road motor vehicle traffic,road_vehicle_traffic
DSD_TRENDS@DF_TRENDS,OECD.ITF,Annual transport trends,transport_trends
DSD_TRENDS@DF_TRENDSCONT,OECD.ITF,Annual container transport,container_transport
DSD_TRENDS@DF_TRENDSFREIGHT,OECD.ITF,Annual freight transport,freight_transport
DSD_TRENDS@DF_TRENDSINFR,OECD.ITF,Annual length of inland transport infrastructure,inland_transport_infrastructure
DSD_TRENDS@DF_TRENDSPASS,OECD.ITF,Annual passenger transport,passenger_transport
DSD_TRENDS@DF_TRENDSSAFETY,OECD.ITF,"Annual road fatalities, injured, injury crashes",road_safety
DSD_EGDNA_CONS_HHT@DF_CONS_HHT,OECD.SDD.NAD,Household consumption in the National Accounts: distributions by household type,household_consumption_by_type
DSD_EGDNA_CONS_INC@DF_CONS_INC,OECD.SDD.NAD,Household consumption in the National Accounts: distributions by income quintile,household_consumption_by_income
DSD_EGDNA_CONS_MSI@DF_CONS_MSI,OECD.SDD.NAD,Household consumption in the National Accounts: distributions by main source of income,household_consumption_by_source
DSD_EGDNA_INC_HHT@DF_INC_HHT,OECD.SDD.NAD,Household income and saving in the National Accounts: distributions by household type,household_income_by_type
DSD_EGDNA_INC_INC@DF_INC_INC,OECD.SDD.NAD,Household income and saving in the National Accounts: distributions by income quintile,household_income_by_quintile
DSD_EGDNA_INC_MSI@DF_INC_MSI,OECD.SDD.NAD,Household income and saving in the National Accounts: distributions by main source of income,household_income_by_source
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC,OECD.SDD.NAD,Annual Distributional National Accounts: Socio-demographic characteristics,distributional_national_accounts_sociodemographic
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_AGE,OECD.SDD.NAD,Population in the National Accounts: distribution of people in income quintiles by age,population_income_quintiles_by_age
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_EDUCATION,OECD.SDD.NAD,Population in the National Accounts: distribution of people in income quintiles by educational attainment level,population_income_quintiles_by_education
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_GENDER,OECD.SDD.NAD,Population in the National Accounts: distribution of people in income quintiles by sex,population_income_quintiles_by_sex
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_HHGROUP,OECD.SDD.NAD,Population in the National Accounts: distributions by household type,population_by_household_type
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_HHOWN,OECD.SDD.NAD,Population in the National Accounts: distribution of households in income quintiles by home ownership status,household_income_quintiles_by_ownership
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_HHTYPE,OECD.SDD.NAD,Population in the National Accounts: distribution of households in income quintiles by household type,household_income_quintiles_by_type
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_LABOUR,OECD.SDD.NAD,Population in the National Accounts: distribution of people in income quintiles by labour market status,income_quintiles_by_labour_status
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_MAININC,OECD.SDD.NAD,Population in the National Accounts: distributions by main source of income,income_distribution_by_main_source
DSD_EGDNA_SOCDEM@DF_SOCIODEMOGRAPHIC_QUINTILES,OECD.SDD.NAD,Population in the National Accounts: distributions of income quintiles by socio-demographic groups,income_quintiles_by_socio_demographic
DSD_FIN_DASH@DF_7II_INDIC,OECD.SDD.NAD,Institutional Investors' Indicators,institutional_investors_indicators
DSD_FIN_DASH@DF_FIN_DASH,OECD.SDD.NAD,Financial Dashboard,financial_dashboard
DSD_FIN_DASH@DF_FIN_DASH_S1,OECD.SDD.NAD,Financial indicators dashboard: Total economy,financial_dashboard_total_economy
DSD_FIN_DASH@DF_FIN_DASH_S11,OECD.SDD.NAD,Financial indicators dashboard: Non-financial corporations,financial_dashboard_non_financial_corps
DSD_FIN_DASH@DF_FIN_DASH_S12,OECD.SDD.NAD,Financial indicators dashboard: Financial corporations,financial_dashboard_financial_corps
DSD_FIN_DASH@DF_FIN_DASH_S13,OECD.SDD.NAD,Financial indicators dashboard: Government,financial_dashboard_government
DSD_FIN_DASH@DF_FIN_DASH_S1M,OECD.SDD.NAD,Financial indicators dashboard: Households and NPISH,financial_dashboard_households_npish
DSD_HHDASH@DF_HHDASH_CTRY,OECD.SDD.NAD,Household indicators dashboard – country view,household_dashboard_country
DSD_HHDASH@DF_HHDASH_INDIC,OECD.SDD.NAD,Household indicators dashboard – indicator view,household_dashboard_indicator
DSD_NAAG@DF_NAAG,OECD.SDD.NAD,NAAG,national_accounts_aggregates
DSD_NAAG@DF_NAAG_I,OECD.SDD.NAD,NAAG Chapter 1: GDP,gdp_accounts
DSD_NAAG@DF_NAAG_II,OECD.SDD.NAD,NAAG Chapter 2: Income,national_income
DSD_NAAG@DF_NAAG_III,OECD.SDD.NAD,NAAG Chapter 3: Expenditure,national_expenditure
DSD_NAAG@DF_NAAG_III_CG,OECD.SDD.NAD,NAAG Chapter 3A: Components of aggregate demand,aggregate_demand_components
DSD_NAAG@DF_NAAG_III_GFCF,OECD.SDD.NAD,NAAG Chapter 3B: Gross fixed capital formation by asset type,fixed_capital_formation_assets
DSD_NAAG@DF_NAAG_IX,OECD.SDD.NAD,NAAG Chapter 9: Reference Series,reference_series
DSD_NAAG@DF_NAAG_V,OECD.SDD.NAD,NAAG Chapter 5: Households,household_accounts
DSD_NAAG@DF_NAAG_VII,OECD.SDD.NAD,NAAG Chapter 7: Corporations,naag_corporations
DSD_NAAG@DF_NAAG_VIII,OECD.SDD.NAD,NAAG Chapter 8: Capital,naag_capital
DSD_NAAG_IV@DF_NAAG_IV,OECD.SDD.NAD,NAAG Chapter 4: Production,naag_production
DSD_NAAG_VI@DF_NAAG_EXP,OECD.SDD.NAD,NAAG Chapter 6: Government,naag_government
DSD_NAAG_VI@DF_NAAG_OTEF,OECD.SDD.NAD,NAAG Chapter 6A: Government expenditure by function,naag_government_expenditure_by_function
DSD_NAAG_VI@DF_NAAG_VI,OECD.SDD.NAD,NAAG Chapter 6: General Government,naag_general_government
DSD_NAMAIN10@DF_TABLE1,OECD.SDD.NAD,Annual GDP and components following the three approaches (for 'Developer API'),annual_gdp_three_approaches
DSD_NAMAIN10@DF_TABLE1_EXPENDITURE,OECD.SDD.NAD,Annual GDP and components - expenditure approach,annual_gdp_expenditure_approach
DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_CPC,OECD.SDD.NAD,"Annual GDP and components - expenditure approach, US $, current prices, current PPPs, millions",annual_gdp_expenditure_usd_ppp
DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET,OECD.SDD.NAD,Annual GFCF by asset,annual_gfcf_by_asset
DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH,OECD.SDD.NAD,"Annual GDP and components - expenditure approach, growth rates",gdp_expenditure_growth_rates
DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC,OECD.SDD.NAD,"Annual GDP and consumption per capita, US $, current prices, current PPPs",gdp_consumption_per_capita_current
DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HVPVOB,OECD.SDD.NAD,"Annual GDP and consumption per capita, US $, volume, constant PPPs, reference year 2020",gdp_consumption_per_capita_volume
DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_VPVOB,OECD.SDD.NAD,"Annual GDP and components - expenditure approach, US $, volume, constant PPPs, reference year 2020, millions",gdp_expenditure_volume
DSD_NAMAIN10@DF_TABLE1_INCOME,OECD.SDD.NAD,Annual GDP and components - income approach,gdp_income_approach
DSD_NAMAIN10@DF_TABLE1_MULT_INDICES,OECD.SDD.NAD,Annual GDP and consumption per capita  - multilateral indices,gdp_consumption_multilateral_indices
DSD_NAMAIN10@DF_TABLE1_OUTPUT,OECD.SDD.NAD,Annual GDP and components - output approach,gdp_output_approach
DSD_NAMAIN10@DF_TABLE2,OECD.SDD.NAD,"Annual national disposable income, saving and net lending/net borrowing",national_income_saving_lending
DSD_NAMAIN10@DF_TABLE2_B5N_HCPC,OECD.SDD.NAD,"Annual net national income per capita, US $, current prices, current PPPs",net_national_income_per_capita_current
DSD_NAMAIN10@DF_TABLE2_B5N_HVPVOB,OECD.SDD.NAD,"Annual net national income per capita, US $, volume, constant PPPs, reference year 2020",net_national_income_per_capita_volume
DSD_NAMAIN10@DF_TABLE2_B6_VPVOP,OECD.SDD.NAD,"Annual national disposable income, US $, volume, constant PPPs",annual_disposable_income_ppp
DSD_NAMAIN10@DF_TABLE2_B9_CPC,OECD.SDD.NAD,"Annual national net lending/net borrowing, US $, current prices, current PPPs",annual_net_lending_borrowing
DSD_NAMAIN10@DF_TABLE3,OECD.SDD.NAD,Annual employment and population (for 'Developer API'),annual_employment_population
DSD_NAMAIN10@DF_TABLE3_EMPDC,OECD.SDD.NAD,"Annual employment by economic activity, domestic concept",employment_by_activity_domestic
DSD_NAMAIN10@DF_TABLE3_EMP_SECTOR,OECD.SDD.NAD,"Annual employment by institutional sector, domestic concept",employment_by_sector_domestic
DSD_NAMAIN10@DF_TABLE3_POP_EMPNC,OECD.SDD.NAD,"Annual population and employment, national concept",population_employment_national
DSD_NAMAIN10@DF_TABLE4,OECD.SDD.NAD,Annual Purchasing Power Parities and exchange rates,annual_ppp_exchange_rates
DSD_NAMAIN10@DF_TABLE4_PPP_P31S14,OECD.SDD.NAD,Annual Purchasing Power Parities for households final consumption expenditure,ppp_household_consumption
DSD_NAMAIN10@DF_TABLE4_PPP_P41,OECD.SDD.NAD,Annual Purchasing Power Parities for actual individual consumption,ppp_individual_consumption
DSD_NAMAIN10@DF_TABLE5,OECD.SDD.NAD,Annual households final consumption expenditure (for 'Developer API'),household_consumption_expenditure
DSD_NAMAIN10@DF_TABLE5A_T117,OECD.SDD.NAD,Annual household final consumption expenditure of durable goods and other goods and services (COICOP 2018),household_consumption_durable_goods_coicop_2018
DSD_NAMAIN10@DF_TABLE5A_T500,OECD.SDD.NAD,Annual household final consumption expenditure by purpose (COICOP 2018) (for 'Developer API'),household_consumption_by_purpose_coicop_2018_api
DSD_NAMAIN10@DF_TABLE5A_T501,OECD.SDD.NAD,Annual household final consumption expenditure by purpose (COICOP 2018),household_consumption_by_purpose_coicop_2018
DSD_NAMAIN10@DF_TABLE5A_T502,OECD.SDD.NAD,Annual household final consumption expenditure on the territory and abroad (COICOP 2018),household_consumption_territory_abroad_coicop_2018
DSD_NAMAIN10@DF_TABLE5_T117,OECD.SDD.NAD,Annual household final consumption expenditure of durable goods and other goods and services,household_consumption_durable_goods
DSD_NAMAIN10@DF_TABLE5_T501,OECD.SDD.NAD,Annual household final consumption expenditure by purpose (COICOP),household_consumption_by_purpose_coicop
DSD_NAMAIN10@DF_TABLE5_T502,OECD.SDD.NAD,Annual household final consumption expenditure on the territory and abroad,household_consumption_territory_abroad
DSD_NAMAIN10@DF_TABLE6,OECD.SDD.NAD,Annual value added and its components by economic activity,value_added_by_economic_activity
DSD_NAMAIN10@DF_TABLE7,OECD.SDD.NAD,"Annual employment by detailed economic activity, domestic concept",employment_by_economic_activity
DSD_NAMAIN10@DF_TABLE8,OECD.SDD.NAD,Annual capital formation by economic activity,capital_formation_by_economic_activity
DSD_NAMAIN10@DF_TABLE9A,OECD.SDD.NAD,Annual fixed assets by economic activity and by asset,annual_fixed_assets_by_activity
DSD_NAMAIN10_IDC@DF_TABLE5_IDC,OECD.SDD.NAD,Annual final consumption expenditure of households International Transfer,annual_household_consumption_expenditure
DSD_NAMAIN10_IDC@DF_TABLE6A_IDC,OECD.SDD.NAD,Annual value added and its components by activity International Transfer,annual_value_added_by_activity
DSD_NAMAIN10_IDC@DF_TABLE7A_IDC,OECD.SDD.NAD,Annual labour input by activity International Transfer,annual_labour_input_by_activity
DSD_NAMAIN10_IDC@DF_TABLE8A_IDC,OECD.SDD.NAD,Annual capital formation by activity International Transfer,annual_capital_formation_by_activity
DSD_NAMAIN10_IDC@DF_TABLE9A_IDC,OECD.SDD.NAD,Annual fixed assets by activity and by asset International Transfer,annual_fixed_assets_by_asset
DSD_NAMAIN1@DF_QNA,OECD.SDD.NAD,Quarterly National Accounts (for 'Developer API'),quarterly_national_accounts
DSD_NAMAIN1@DF_QNA_BY_ACTIVITY_COE,OECD.SDD.NAD,Quarterly compensation of employees by economic activity,quarterly_compensation_by_activity
DSD_NAMAIN1@DF_QNA_BY_ACTIVITY_EMPDC,OECD.SDD.NAD,"Quarterly employment by economic activity, domestic concept",quarterly_employment_by_activity
DSD_NAMAIN1@DF_QNA_BY_ACTIVITY_OUTPUT,OECD.SDD.NAD,Quarterly GDP and components - output approach,quarterly_gdp_output_approach
DSD_NAMAIN1@DF_QNA_EXPENDITURE_CAPITA,OECD.SDD.NAD,Quarterly GDP per capita,quarterly_gdp_per_capita
DSD_NAMAIN1@DF_QNA_EXPENDITURE_CONTRIB,OECD.SDD.NAD,"Quarterly GDP and components  - expenditure approach, real growth rates and contributions to real growth",quarterly_gdp_growth_contributions
DSD_NAMAIN1@DF_QNA_EXPENDITURE_DURABILITY,OECD.SDD.NAD,Quarterly household final consumption expenditure of durable goods and other goods and services,quarterly_household_consumption_durables
DSD_NAMAIN1@DF_QNA_EXPENDITURE_GFCF_ASSET,OECD.SDD.NAD,Quarterly GFCF by asset,quarterly_gfcf_by_asset
DSD_NAMAIN1@DF_QNA_EXPENDITURE_GFCF_SECTOR,OECD.SDD.NAD,Quarterly GFCF by institutional sector,quarterly_gfcf_by_sector
DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_G20,OECD.SDD.NAD,Quarterly real GDP growth - G20 countries,quarterly_gdp_growth_g20
DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD,OECD.SDD.NAD,Quarterly real GDP growth - OECD countries,quarterly_gdp_growth_oecd
DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES,OECD.SDD.NAD,Quarterly GDP and components - expenditure approach -  volume and price indices,quarterly_gdp_volume_price_indices
DSD_NAMAIN1@DF_QNA_EXPENDITURE_NATIO_CURR,OECD.SDD.NAD,"Quarterly GDP and components - expenditure approach, national currency",quarterly_gdp_national_currency
DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD,OECD.SDD.NAD,"Quarterly GDP and components - expenditure approach, US Dollars",quarterly_gdp_usd
DSD_NAMAIN1@DF_QNA_INCOME,OECD.SDD.NAD,Quarterly GDP and components - income approach,quarterly_gdp_income
DSD_NAMAIN1@DF_QNA_INC_SAV,OECD.SDD.NAD,"Quarterly disposable income, saving and net lending/net borrowing",quarterly_income_saving
DSD_NAMAIN1@DF_QNA_POP_EMPNC,OECD.SDD.NAD,"Quarterly population and employment, national concept",quarterly_population_employment
DSD_NAPENS@DF_TABLE29,OECD.SDD.NAD,Social insurance pensions,social_insurance_pensions
DSD_NAPENS_IDC@DF_TABLE29_IDC,OECD.SDD.NAD,Social insurance pensions International Transfer,pensions_international_transfer
DSD_NASEC10@DF_TABLE10,OECD.SDD.NAD,Annual government taxes and social contributions receipts,annual_taxes_social_contributions
DSD_NASEC10@DF_TABLE11,OECD.SDD.NAD,Annual government expenditure by function (COFOG),annual_expenditure_cofog
DSD_NASEC10@DF_TABLE12,OECD.SDD.NAD,Annual government non-financial accounts and key indicators (for 'Developer API'),annual_government_accounts
DSD_NASEC10@DF_TABLE12_BAL,OECD.SDD.NAD,Annual government non-financial accounts and key indicators (Balancing items),annual_government_balancing_items
DSD_NASEC10@DF_TABLE12_EMPDC,OECD.SDD.NAD,"Annual employment by subsector of general government, domestic concept",annual_government_employment
DSD_NASEC10@DF_TABLE12_EXP,OECD.SDD.NAD,Annual government non-financial accounts and key indicators (Expenditure),government_expenditure_annual
DSD_NASEC10@DF_TABLE12_REV,OECD.SDD.NAD,Annual government non-financial accounts and key indicators (Revenue),government_revenue_annual
DSD_NASEC10@DF_TABLE13,OECD.SDD.NAD,Annual simplified non-financial accounts by institutional sector (for 'Developer API'),sector_accounts_simplified
DSD_NASEC10@DF_TABLE13_BAL,OECD.SDD.NAD,Annual simplified non-financial accounts by institutional sector (Balancing items),sector_balancing_items
DSD_NASEC10@DF_TABLE13_EXP,OECD.SDD.NAD,Annual simplified non-financial accounts by institutional sector (Expenditure),sector_expenditure_simplified
DSD_NASEC10@DF_TABLE13_REV,OECD.SDD.NAD,Annual simplified non-financial accounts by institutional sector (Revenue),sector_revenue_simplified
DSD_NASEC10@DF_TABLE14,OECD.SDD.NAD,Annual non-financial accounts by institutional sector (for 'Developer API'),sector_accounts_detailed
DSD_NASEC10@DF_TABLE14_EXP,OECD.SDD.NAD,Annual non-financial accounts by institutional sector (Expenditure),sector_expenditure_detailed
DSD_NASEC10@DF_TABLE14_GFCF,OECD.SDD.NAD,Annual investment by asset and institutional sector,investment_by_asset_sector
DSD_NASEC10@DF_TABLE14_REV,OECD.SDD.NAD,Annual non-financial accounts by institutional sector (Revenue),sector_revenue_detailed
DSD_NASEC10@DF_TABLE9B,OECD.SDD.NAD,Annual balance sheets for non-financial assets,annual_balance_sheets_non_financial
DSD_NASEC10_IDC@DF_PSD_IDC,OECD.SDD.NAD,"Quarterly Public Sector Debt, consolidated, nominal value IDC",quarterly_public_sector_debt
DSD_NASEC10_IDC@DF_TABLE10_IDC,OECD.SDD.NAD,Annual taxes and social contributions receipts IDC,annual_tax_social_contributions
DSD_NASEC10_IDC@DF_TABLE11_IDC,OECD.SDD.NAD,Annual government expenditure by function (COFOG) IDC,annual_government_expenditure_cofog
DSD_NASEC10_IDC@DF_TABLE12_IDC,OECD.SDD.NAD,"Annual government deficit/surplus, revenue, expenditure and main aggregates IDC",annual_government_fiscal_aggregates
DSD_NASEC10_IDC@DF_TABLE14_IDC,OECD.SDD.NAD,Annual non-financial accounts by institutional sectors IDC,annual_non_financial_accounts_sectors
DSD_NASEC10_IDC@DF_TABLE610A_IDC,OECD.SDD.NAD,"Annual Financial Accounts (flows), consolidated (Table T0610) IDC",annual_financial_accounts_flows_consolidated
DSD_NASEC10_IDC@DF_TABLE610Q_IDC,OECD.SDD.NAD,"Quarterly Financial Accounts (flows), consolidated (Table T0610) IDC",quarterly_financial_accounts_flows_consolidated
DSD_NASEC10_IDC@DF_TABLE620A_IDC,OECD.SDD.NAD,"Annual Financial Accounts (flows), non-consolidated (Table T0620) IDC",annual_financial_accounts_flows_non_consolidated
DSD_NASEC10_IDC@DF_TABLE620Q_IDC,OECD.SDD.NAD,"Quarterly Financial Accounts (flows), non-consolidated (Table T0620) IDC",quarterly_financial_accounts_flows_non_consolidated
DSD_NASEC10_IDC@DF_TABLE710A_IDC,OECD.SDD.NAD,"Annual Financial Balance Sheets (stocks), consolidated (Table T0710) IDC",annual_financial_balance_sheets_consolidated
DSD_NASEC10_IDC@DF_TABLE710Q_IDC,OECD.SDD.NAD,"Quarterly Financial Balance Sheets (stocks), consolidated (Table T0710) IDC",quarterly_financial_balance_sheets_consolidated
DSD_NASEC10_IDC@DF_TABLE720A_IDC,OECD.SDD.NAD,"Annual Financial Balance Sheets (stocks), non-consolidated (Table T0720) IDC",annual_financial_balance_sheets_non_consolidated
DSD_NASEC10_IDC@DF_TABLE720Q_IDC,OECD.SDD.NAD,"Quarterly Financial Balance Sheets (stocks), non-consolidated (Table T0720) IDC",quarterly_financial_balance_sheets_non_consolidated
DSD_NASEC10_IDC@DF_TABLE9B_IDC,OECD.SDD.NAD,Annual balance sheets for non-financial assets IDC,annual_non_financial_assets_balance_sheets
DSD_NASEC1@DF_QSA,OECD.SDD.NAD,Quarterly Sector Accounts (for 'Developer API'),quarterly_sector_accounts
DSD_NASEC1@DF_QSA_EMPLOYMENT,OECD.SDD.NAD,"Quarterly employment by institutional sector, domestic concept",quarterly_employment_by_sector
DSD_NASEC1@DF_QSA_TRANSACTIONS_C,OECD.SDD.NAD,Quarterly non-financial accounts by institutional sector (Revenue),quarterly_non_financial_accounts_revenue
DSD_NASEC1@DF_QSA_TRANSACTIONS_D,OECD.SDD.NAD,Quarterly non-financial accounts by institutional sector (Expenditure),quarterly_non_financial_accounts_expenditure
DSD_NASEC1_IDC@DF_TABLE801_IDC,OECD.SDD.NAD,Quarterly non-financial accounts by institutional sectors IDC,quarterly_non_financial_accounts_by_sector
DSD_NASEC20@DF_T610GOV_A,OECD.SDD.NAD,"Government Annual Financial Accounts (flows), consolidated",government_financial_flows_annual
DSD_NASEC20@DF_T610GOV_Q,OECD.SDD.NAD,"Government Quarterly Financial Accounts (flows), consolidated",government_financial_flows_quarterly
DSD_NASEC20@DF_T610R_A,OECD.SDD.NAD,"Annual Financial Accounts (flows), consolidated",financial_flows_annual
DSD_NASEC20@DF_T610R_Q,OECD.SDD.NAD,"Quarterly Financial Accounts (flows), consolidated",financial_flows_quarterly
DSD_NASEC20@DF_T620GOV_A,OECD.SDD.NAD,"Government Annual Financial Accounts (flows), non-consolidated",government_financial_flows_nonconsolidated_annual
DSD_NASEC20@DF_T620GOV_Q,OECD.SDD.NAD,"Government Quarterly Financial Accounts (flows), non-consolidated",government_financial_flows_nonconsolidated_quarterly
DSD_NASEC20@DF_T620R_A,OECD.SDD.NAD,"Annual Financial Accounts (flows), non-consolidated",financial_flows_nonconsolidated_annual
DSD_NASEC20@DF_T620R_Q,OECD.SDD.NAD,"Quarterly Financial Accounts (flows), non-consolidated",financial_flows_nonconsolidated_quarterly
DSD_NASEC20@DF_T625R_A,OECD.SDD.NAD,Annual Financial Accounts (flows) - counterpart information,financial_flows_counterpart_annual
DSD_NASEC20@DF_T625R_Q,OECD.SDD.NAD,Quarterly Financial Accounts (flows) - counterpart information,financial_flows_counterpart_quarterly
DSD_NASEC20@DF_T710GOV_A,OECD.SDD.NAD,"Government Annual Financial Balance Sheets (stocks), consolidated",gov_annual_balance_sheets_consolidated
DSD_NASEC20@DF_T710GOV_Q,OECD.SDD.NAD,"Government Quarterly Financial Balance Sheets (stocks), consolidated",gov_quarterly_balance_sheets_consolidated
DSD_NASEC20@DF_T710R_A,OECD.SDD.NAD,"Annual Financial Balance Sheets (stocks), consolidated",annual_balance_sheets_consolidated
DSD_NASEC20@DF_T710R_Q,OECD.SDD.NAD,"Quarterly Financial Balance Sheets (stocks), consolidated",quarterly_balance_sheets_consolidated
DSD_NASEC20@DF_T720GOV_A,OECD.SDD.NAD,"Government Annual Financial Balance Sheets (stocks), non-consolidated",gov_annual_balance_sheets_non_consolidated
DSD_NASEC20@DF_T720GOV_Q,OECD.SDD.NAD,"Government Quarterly Financial Balance Sheets (stocks), non-consolidated",gov_quarterly_balance_sheets_non_consolidated
DSD_NASEC20@DF_T720R_A,OECD.SDD.NAD,"Annual Financial Balance Sheets (stocks), non-consolidated",annual_balance_sheets_non_consolidated
DSD_NASEC20@DF_T720R_Q,OECD.SDD.NAD,"Quarterly Financial Balance Sheets (stocks), non-consolidated",quarterly_balance_sheets_non_consolidated
DSD_NASEC20@DF_T725R_A,OECD.SDD.NAD,Annual Financial Balance Sheets (stocks) - counterpart information,annual_balance_sheets_counterpart
DSD_NASEC20@DF_T725R_Q,OECD.SDD.NAD,Quarterly Financial Balance Sheets (stocks) - counterpart information,quarterly_balance_sheets_counterpart
DSD_NASEC20@DF_T7HH_Q,OECD.SDD.NAD,Households' Financial Assets and Liabilities,households_financial_assets_liabilities
DSD_NASEC20@DF_T7II_Q,OECD.SDD.NAD,Institutional Investors’ Assets and Liabilities,institutional_investors_assets_liabilities
DSD_NASEC20@DF_T7PSD_Q,OECD.SDD.NAD,"Quarterly Public Sector Debt, consolidated",public_sector_debt_quarterly
DSD_NASU@DF_INDICATOR,OECD.SDD.NAD,SUT Indicators (for 'Developer API'),supply_use_table_indicators
DSD_NASU@DF_INDICATOR_D21X31_P3S14,OECD.SDD.NAD,SUT Taxes less subsidies on products as a share of final consumption expenditure by households,sut_taxes_subsidies_household_consumption
DSD_NASU@DF_INDICATOR_OTTM_P3S14,OECD.SDD.NAD,SUT Trade and transport margins as a share of final consumption expenditure by households,sut_trade_transport_margins_households
DSD_NASU@DF_INDICATOR_OTTM_TS_O,OECD.SDD.NAD,SUT Trade and transport margins as a share of total supply at purchasers' prices,sut_trade_transport_margins_total_supply
DSD_NASU@DF_INDICATOR_P2_PRODUCT_SHARE_B,OECD.SDD.NAD,SUT Intermediate consumption - share of products used by activity at basic prices,sut_intermediate_consumption_product_shares
DSD_NASU@DF_INDICATOR_P7_P2_B,OECD.SDD.NAD,SUT Share of imported products in intermediate consumption at basic prices,sut_imported_products_intermediate_consumption
DSD_NASU@DF_INDICATOR_P7_P3S14_B,OECD.SDD.NAD,SUT Share of imported products in final consumption of households at basic prices,sut_imported_products_household_consumption
DSD_NASU@DF_INDICATOR_P7_P51G_B,OECD.SDD.NAD,SUT Share of imported products in GFCF at basic prices,sut_imported_products_gfcf_share
DSD_NASU@DF_INDICATOR_P7_P6_B,OECD.SDD.NAD,SUT Share of imported products in exports at basic prices,sut_imported_products_exports_share
DSD_NASU@DF_INDICATOR_P7_TS_O,OECD.SDD.NAD,SUT Imports as a share of total supply at purchasers' prices,sut_imports_total_supply_share
DSD_NASU@DF_SUPPLYP1_T1500,OECD.SDD.NAD,SUT Supply by type of production,sut_supply_by_production_type
DSD_NASU@DF_SUPPLY_T1500,OECD.SDD.NAD,SUT Supply,sut_supply
DSD_NASU@DF_USEBP,OECD.SDD.NAD,SUT Use at basic prices (for 'Developer API'),sut_use_basic_prices_api
DSD_NASU@DF_USEBP_T1610,OECD.SDD.NAD,SUT Use at basic prices,sut_use_basic_prices
